Row,userid,mood,activity.daily_routines,activity.emotional,activity.entertainment,activity.intellectual,activity.live_music,activity.music_listening,activity.on_the_move,activity.physical,activity.social
Row 16068,2636,spontaneous,1,1,0,1,0,0,1,0,0
Row 16069,2637,free,,,,,,,,,
Row 16070,2637,furious,1,1,0,0,0,0,0,1,0
Row 16071,2638,inspired,1,0,1,1,0,1,1,1,1
Row 16072,2638,strong,0,0,1,0,0,1,1,1,1
Row 16073,2639,fast,0,0,0,0,1,0,0,0,0
Row 16074,2639,slow,0,1,0,0,0,0,0,1,0
Row 16075,2639,successful,0,0,0,0,1,0,0,0,0
Row 16076,2643,powerful,0,0,0,0,0,0,1,0,0
Row 16077,2644,emotional,0,0,0,0,0,0,1,1,1
Row 16078,2644,glorious,0,0,0,0,0,0,1,0,0
Row 16079,2645,driving,0,0,0,0,0,0,0,0,0
Row 16080,2645,festive,1,0,0,0,0,0,1,0,0
Row 16081,2645,serene,0,0,0,0,0,0,0,0,0
Row 16082,2649,bored,0,0,0,0,0,0,0,0,0
Row 16083,2649,fast,1,0,0,0,0,0,1,0,0
Row 16084,2649,intense,1,1,0,1,0,0,0,0,0
Row 16085,2650,moody,0,1,0,0,0,0,0,0,0
Row 16086,2650,sexual,1,1,0,0,0,0,0,0,0
Row 16087,2651,adorable,0,1,0,1,0,0,0,0,0
Row 16088,2651,amazed,0,0,1,1,0,0,0,1,0
Row 16089,2651,bitchy,0,0,0,0,1,0,0,0,0
Row 16090,2651,bored,0,0,1,1,0,0,0,0,1
Row 16091,2651,excited,1,0,0,1,0,0,0,1,0
Row 16092,2651,glorious,0,0,0,0,1,0,0,0,0
Row 16093,2651,motivational,1,1,0,1,0,0,0,1,0
Row 16094,2651,uplifting,1,0,0,0,0,0,0,0,0
Row 16095,2652,cool,0,0,0,0,1,1,1,1,0
Row 16096,2652,spiritual,0,1,0,1,0,0,1,1,0
Row 16097,2653,excited,0,0,0,0,0,0,1,0,1
Row 16098,2653,hot,0,0,0,0,0,0,1,1,0
Row 16099,2653,liberated,0,1,0,0,0,0,1,0,0
Row 16100,2653,passionate,1,0,1,0,0,0,1,0,1
Row 16101,2653,repetitive,0,1,1,0,0,0,1,0,0
Row 16102,2653,romantic,0,0,0,0,0,0,1,0,0
Row 16103,2653,sorry,0,0,0,0,0,0,1,1,0
Row 16104,2654,pleasant,0,0,0,0,0,1,0,0,0
Row 16105,2655,enthusiastic,0,1,1,0,1,0,0,0,1
Row 16106,2655,furious,0,1,1,0,0,0,0,1,0
Row 16107,2655,sensual,0,1,1,0,0,0,0,1,0
Row 16108,2656,bitchy,0,1,1,0,0,1,1,0,0
Row 16109,2656,loud,0,0,1,0,1,0,1,0,1
Row 16110,2656,reflective,1,1,1,1,0,0,0,0,0
Row 16111,2656,stimulated,1,1,0,1,0,1,0,1,0
Row 16112,2657,gentle,0,1,0,0,1,0,0,0,0
Row 16113,2658,romantic,0,1,0,0,1,1,0,1,0
Row 16114,2664,emotional,0,1,0,0,0,1,0,0,1
Row 16115,2664,energetic,1,0,1,0,1,1,1,0,1
Row 16116,2667,cool,1,0,0,0,0,0,0,1,0
Row 16117,2667,dramatic,0,0,1,0,0,0,0,1,0
Row 16118,2667,elegant,0,0,1,1,0,1,0,1,1
Row 16119,2667,enthusiastic,0,0,0,1,0,0,0,1,0
Row 16120,2667,fantastic,0,0,1,0,1,1,0,0,1
Row 16121,2667,pleasant,1,0,0,0,0,0,1,1,0
Row 16122,2667,sentimental,0,0,0,0,1,0,0,0,0
Row 16123,2668,euphoric,1,0,1,0,0,0,1,1,0
Row 16124,2673,encouraged,1,0,0,1,1,1,1,1,0
Row 16125,2673,reflective,0,1,0,0,1,1,1,0,0
Row 16126,2675,encouraged,0,0,0,0,0,0,1,1,0
Row 16127,2675,fast,0,0,0,1,1,0,0,0,0
Row 16128,2675,fun,0,0,0,0,0,1,1,0,0
Row 16129,2675,funny,1,0,0,0,0,1,0,0,0
Row 16130,2675,retro,0,0,0,0,1,0,0,1,0
Row 16131,2675,sexy,0,1,0,0,0,1,0,0,0
Row 16132,2677,bitchy,0,0,0,0,0,0,0,0,1
Row 16133,2677,encouraged,0,0,0,0,1,0,0,1,0
Row 16134,2677,light_hearted,0,0,0,0,0,1,1,0,1
Row 16135,2677,relaxed,0,0,0,0,0,0,1,0,0
Row 16136,2677,uplifting,0,0,0,0,0,0,1,0,0
Row 16137,2681,religious,0,0,0,0,1,0,0,0,0
Row 16138,2681,smooth,0,0,0,0,1,0,0,0,0
Row 16139,2682,moody,1,0,1,0,1,0,1,0,0
Row 16140,2684,aggressive,0,0,0,0,0,0,0,0,0
Row 16141,2684,bored,,,,,,,,,
Row 16142,2685,tragic,0,0,0,0,0,0,1,0,0
Row 16143,2687,epic,,,,,,,,,
Row 16144,2687,relaxed,0,0,0,0,0,1,0,0,0
Row 16145,2687,tranquil,0,0,0,0,0,1,0,0,0
Row 16146,2689,deep,1,0,1,0,1,1,1,1,1
Row 16147,2689,dramatic,0,0,0,0,0,0,1,0,0
Row 16148,2689,free,1,1,1,1,1,1,1,1,1
Row 16149,2689,heroic,0,0,0,0,0,0,1,0,0
Row 16150,2689,loud,0,0,0,0,0,0,1,0,0
Row 16151,2689,melancholic,0,0,0,0,0,0,1,0,0
Row 16152,2689,slow,0,0,0,0,0,0,1,0,0
Row 16153,2691,delighted,0,1,0,0,0,1,0,0,0
Row 16154,2691,driving,0,0,0,0,0,0,1,0,0
Row 16155,2691,fast,0,0,0,0,0,0,1,1,0
Row 16156,2691,hot,0,0,0,0,1,0,0,1,0
Row 16157,2691,rhythmical,0,1,0,0,1,0,1,1,0
Row 16158,2691,sentimental,0,1,0,0,0,0,0,0,0
Row 16159,2691,tranquil,1,1,1,0,0,1,1,1,1
Row 16160,2693,adorable,0,1,1,0,0,1,0,0,0
Row 16161,2695,bitchy,1,0,0,0,0,0,0,0,0
Row 16162,2695,severe,0,0,0,0,0,1,0,0,0
Row 16163,2696,adorable,0,0,1,0,0,0,0,0,0
Row 16164,2696,bitchy,1,0,0,0,0,0,0,0,0
Row 16165,2696,liberated,1,0,0,0,0,0,0,0,0
Row 16166,2696,pleasant,0,0,0,0,0,0,1,0,0
Row 16167,2696,repetitive,0,0,0,0,1,0,0,0,0
Row 16168,2696,satisfied,0,0,0,1,0,0,0,0,0
Row 16169,2696,sexual,0,0,0,1,0,0,0,0,0
Row 16170,2696,stimulated,0,0,0,0,0,0,0,0,1
Row 16171,2697,animated,1,0,1,0,0,0,1,1,1
Row 16172,2697,graceful,1,1,0,1,1,1,1,0,0
Row 16173,2697,satisfied,1,0,1,1,0,1,1,1,1
Row 16174,2697,severe,0,0,0,0,1,0,0,1,1
Row 16175,2698,good,0,0,1,1,0,1,0,0,0
Row 16176,2698,spontaneous,0,0,0,0,0,0,0,0,0
Row 16177,2700,excited,0,0,1,0,0,1,0,0,1
Row 16178,2701,fast,1,1,1,0,1,0,1,0,0
Row 16179,2701,gentle,1,1,1,0,1,0,1,0,0
Row 16180,2701,joyful,1,1,1,0,1,0,1,0,0
Row 16181,2701,jumpy,0,1,0,0,1,0,0,0,0
Row 16182,2703,fast,0,0,0,1,0,0,0,0,0
Row 16183,2703,joyful,0,0,0,0,1,1,0,0,0
Row 16184,2703,sensual,,,,,,,,,
Row 16185,2703,sexual,0,0,0,0,0,1,1,0,0
Row 16186,2703,tranquil,0,0,0,0,0,1,0,0,0
Row 16187,2706,bitchy,0,1,1,0,0,0,1,0,1
Row 16188,2706,dancing,0,1,1,0,1,0,0,1,0
Row 16189,2706,delighted,0,0,0,1,1,0,1,1,0
Row 16190,2706,festive,0,1,1,0,1,0,1,1,1
Row 16191,2706,glorious,0,1,1,0,1,0,0,1,1
Row 16192,2706,happy,0,1,0,0,0,0,1,1,0
Row 16193,2706,retro,0,1,0,0,0,0,1,1,1
Row 16194,2706,sentimental,1,1,0,0,1,0,0,1,1
Row 16195,2706,serene,0,1,0,0,1,0,1,1,1
Row 16196,2706,slow,0,1,0,0,1,0,1,1,1
Row 16197,2709,driving,1,0,0,0,0,0,0,0,0
Row 16198,2709,enthusiastic,0,0,0,0,0,0,0,0,0
Row 16199,2709,excited,0,0,0,0,0,0,0,0,0
Row 16200,2709,loud,0,0,0,0,0,0,0,0,0
Row 16201,2709,moody,0,1,0,0,0,0,0,0,0
Row 16202,2709,sad,0,0,0,0,0,0,0,0,0
Row 16203,2712,deep,1,1,1,1,1,1,1,1,1
Row 16204,2712,easy,1,1,1,1,1,1,1,1,1
Row 16205,2712,heroic,1,1,1,1,1,1,1,1,1
Row 16206,2713,adorable,1,0,0,1,0,0,1,1,0
Row 16207,2713,aggressive,0,1,1,0,1,1,1,1,1
Row 16208,2713,amazed,1,0,0,0,0,0,1,0,0
Row 16209,2713,celebratory,0,1,0,0,1,0,0,0,1
Row 16210,2713,enthusiastic,1,0,0,0,0,0,1,0,0
Row 16211,2713,funny,0,1,1,1,1,0,0,1,1
Row 16212,2713,graceful,0,1,0,0,0,0,0,0,0
Row 16213,2713,heroic,1,0,0,0,0,0,0,0,0
Row 16214,2713,hot,0,1,0,0,1,0,1,0,0
Row 16215,2713,in_love,0,0,0,0,1,0,1,0,0
Row 16216,2713,inspired,0,0,1,1,0,0,1,0,0
Row 16217,2713,intense,0,0,0,0,0,0,1,1,0
Row 16218,2713,joyful,0,0,0,0,0,0,1,0,0
Row 16219,2713,positive,1,1,0,1,1,1,1,1,1
Row 16220,2713,powerful,0,0,0,0,1,0,0,0,0
Row 16221,2713,pulsating,0,0,0,0,0,1,1,0,1
Row 16222,2713,slow,0,1,1,0,0,0,0,1,0
Row 16223,2713,strong,0,0,0,0,1,1,1,0,1
Row 16224,2713,successful,1,0,0,0,0,0,1,0,0
Row 16225,2716,adorable,0,0,0,0,0,0,0,1,0
Row 16226,2716,bitchy,0,0,0,0,0,0,0,0,0
Row 16227,2716,fast,1,0,0,0,0,0,1,1,0
Row 16228,2716,fun,0,0,1,0,1,0,0,1,1
Row 16229,2716,jumpy,0,0,0,0,1,0,0,1,0
Row 16230,2716,sad,0,0,0,0,0,0,0,0,0
Row 16231,2717,adorable,1,1,0,0,1,0,0,0,1
Row 16232,2717,cool,1,1,1,0,1,0,1,0,1
Row 16233,2717,dramatic,0,1,0,1,0,0,0,0,1
Row 16234,2717,dreamy,0,1,0,1,0,1,0,0,0
Row 16235,2717,energetic,1,0,1,0,1,1,1,1,0
Row 16236,2717,enthusiastic,1,1,0,0,1,1,0,1,0
Row 16237,2717,free,1,1,0,0,1,1,1,1,0
Row 16238,2717,happy,1,1,1,0,1,1,1,1,1
Row 16239,2717,light_hearted,1,1,0,1,0,0,0,0,1
Row 16240,2717,playful,0,0,1,0,0,1,0,0,1
Row 16241,2717,sad,0,1,0,1,0,1,0,0,0
Row 16242,2717,serene,0,1,0,1,0,0,0,0,1
Row 16243,2717,soft,0,1,0,0,0,1,1,0,1
Row 16244,2719,joyful,0,0,0,1,1,0,0,0,1
Row 16245,2719,romantic,0,1,0,0,0,1,1,0,1
Row 16246,2720,enthusiastic,0,0,1,0,1,1,0,1,0
Row 16247,2722,rhythmical,1,0,0,0,1,0,1,1,1
Row 16248,2722,stimulated,0,0,0,1,0,0,1,0,0
Row 16249,2724,delighted,1,0,0,0,0,0,0,0,0
Row 16250,2724,dreamy,0,0,1,0,0,0,0,0,0
Row 16251,2724,enthusiastic,0,1,0,1,0,0,1,1,0
Row 16252,2724,free,0,0,0,0,0,0,1,0,0
Row 16253,2724,heroic,0,0,1,0,0,0,0,0,0
Row 16254,2724,hot,0,0,0,0,1,0,0,0,0
Row 16255,2724,interested,0,0,0,0,1,0,0,0,0
Row 16256,2724,moody,0,0,0,1,0,0,0,0,0
Row 16257,2724,motivational,0,0,0,1,0,0,0,0,0
Row 16258,2724,repetitive,0,0,0,0,0,1,0,0,0
Row 16259,2724,retro,0,0,0,0,0,0,0,0,1
Row 16260,2724,sorry,0,0,0,0,0,0,1,0,0
Row 16261,2724,successful,,,,,,,,,
Row 16262,2725,positive,1,1,0,0,0,0,0,0,0
Row 16263,2727,soft,1,1,0,1,0,1,1,0,0
Row 16264,2727,stylish,0,0,0,0,1,0,1,1,1
Row 16265,2728,furious,1,1,1,0,0,0,0,0,0
Row 16266,2728,hot,1,1,1,1,1,1,1,1,1
Row 16267,2728,joyful,1,1,1,0,1,0,0,0,0
Row 16268,2728,pleasant,1,0,1,0,1,0,0,0,0
Row 16269,2728,sensual,1,1,1,1,1,1,1,1,1
Row 16270,2728,slow,0,0,1,1,0,1,0,1,0
Row 16271,2728,stylish,0,0,0,0,0,0,0,0,0
Row 16272,2729,festive,1,0,1,1,1,1,1,0,1
Row 16273,2729,light_hearted,1,0,1,1,1,1,1,0,1
Row 16274,2729,stimulated,1,0,1,1,1,1,1,0,1
Row 16275,2730,sexual,0,0,0,0,0,1,0,1,1
Row 16276,2731,nocturnal,0,0,0,0,0,0,0,0,0
Row 16277,2732,nocturnal,0,0,0,0,0,0,0,0,0
Row 16278,2734,aggressive,0,0,1,0,1,0,1,0,0
Row 16279,2735,euphoric,0,0,0,0,1,0,1,0,0
Row 16280,2735,furious,1,1,0,0,1,1,1,1,0
Row 16281,2735,strong,0,0,1,0,1,0,0,0,0
Row 16282,2736,aggressive,0,0,0,0,0,0,0,0,0
Row 16283,2736,amazed,0,0,1,1,1,0,1,1,1
Row 16284,2736,animated,0,0,1,0,1,1,1,0,0
Row 16285,2736,cool,1,0,1,0,1,1,1,1,0
Row 16286,2736,dancing,1,0,1,0,1,0,0,1,1
Row 16287,2736,deep,0,1,0,0,1,1,1,1,0
Row 16288,2736,energetic,,,,,,,,,
Row 16289,2736,fast,1,0,1,0,1,0,0,0,0
Row 16290,2736,furious,0,0,1,0,1,0,0,0,1
Row 16291,2736,happy,1,1,0,0,1,1,1,1,1
Row 16292,2736,heroic,0,0,1,0,1,1,1,1,0
Row 16293,2736,inspired,1,0,1,1,0,1,1,1,0
Row 16294,2736,liberated,1,0,1,0,1,1,1,1,0
Row 16295,2736,moody,0,1,0,0,0,1,0,0,0
Row 16296,2736,motivational,1,1,0,1,1,1,1,1,0
Row 16297,2736,passionate,0,1,1,0,1,1,1,1,0
Row 16298,2736,positive,1,1,0,1,1,1,1,1,1
Row 16299,2736,reflective,1,1,1,0,0,1,1,0,0
Row 16300,2736,relaxed,1,0,0,1,0,1,1,1,0
Row 16301,2736,rhythmical,0,0,0,0,1,1,0,1,1
Row 16302,2736,sad,0,1,0,1,0,1,0,0,0
Row 16303,2736,satisfied,1,0,1,0,1,1,1,1,0
Row 16304,2736,spontaneous,0,1,0,0,0,1,1,0,0
Row 16305,2736,strong,0,0,1,0,1,1,0,1,0
Row 16306,2736,successful,1,1,1,1,1,1,1,0,0
Row 16307,2736,tragic,0,0,1,0,1,1,1,1,1
Row 16308,2736,tranquil,0,1,0,1,0,0,1,0,0
Row 16309,2737,euphoric,0,0,0,0,0,0,0,0,1
Row 16310,2737,friendly,0,0,0,0,0,0,0,0,1
Row 16311,2737,tranquil,0,1,0,0,0,1,0,0,0
Row 16312,2739,positive,0,0,0,1,0,0,0,1,0
Row 16313,2739,religious,1,0,0,1,1,0,0,1,0
Row 16314,2739,retro,1,1,0,1,0,0,0,0,0
Row 16315,2740,aggressive,0,0,0,0,0,0,0,0,1
Row 16316,2740,dancing,1,0,0,0,1,1,1,0,1
Row 16317,2740,delighted,1,0,1,0,1,1,0,0,0
Row 16318,2740,dramatic,0,1,0,1,1,1,0,0,0
Row 16319,2740,excited,0,0,1,0,1,1,1,1,0
Row 16320,2740,free,1,0,0,0,1,0,1,0,0
Row 16321,2740,friendly,0,0,0,0,1,0,0,0,1
Row 16322,2740,gentle,0,1,0,1,0,1,0,0,0
Row 16323,2740,happy,1,0,0,0,1,0,1,1,1
Row 16324,2740,inspired,0,0,0,1,1,1,0,1,0
Row 16325,2740,melancholic,0,1,0,1,0,1,0,0,0
Row 16326,2740,nocturnal,0,0,0,0,0,0,0,0,1
Row 16327,2740,relaxed,0,1,0,0,0,1,0,0,0
Row 16328,2740,sad,0,1,0,0,0,1,0,0,0
Row 16329,2740,tranquil,0,1,0,1,0,1,0,0,0
Row 16330,2742,angry,0,1,0,0,0,0,0,1,0
Row 16331,2742,deep,0,1,0,1,0,1,0,0,0
Row 16332,2742,elegant,0,1,1,1,1,1,0,0,1
Row 16333,2742,energetic,1,0,1,0,1,0,1,1,1
Row 16334,2742,funny,1,1,0,0,0,1,0,1,0
Row 16335,2742,gentle,1,1,0,1,0,1,1,0,1
Row 16336,2742,inspired,1,1,0,1,0,1,1,1,1
Row 16337,2742,interested,1,1,1,1,1,1,1,1,1
Row 16338,2742,jumpy,1,1,1,0,0,1,1,1,0
Row 16339,2742,light_hearted,0,1,0,1,1,1,0,1,0
Row 16340,2742,loud,0,0,1,0,1,0,0,1,0
Row 16341,2742,retro,1,1,1,1,1,1,1,1,0
Row 16342,2742,romantic,0,1,1,0,1,1,0,1,0
Row 16343,2742,sensual,1,1,1,0,1,1,1,1,0
Row 16344,2742,severe,1,0,0,0,1,1,1,1,0
Row 16345,2742,sexual,0,1,1,1,0,0,0,1,0
Row 16346,2742,slow,0,1,0,1,0,1,1,1,0
Row 16347,2742,smooth,0,1,0,1,0,1,1,0,0
Row 16348,2743,delighted,0,1,0,1,1,0,0,0,0
Row 16349,2743,free,0,1,0,0,0,0,0,0,0
Row 16350,2743,furious,0,1,1,0,0,0,0,0,0
Row 16351,2743,playful,1,1,1,1,1,1,1,1,1
Row 16352,2743,pleasant,0,0,1,1,0,0,0,0,0
Row 16353,2743,relaxed,1,1,1,1,1,1,1,1,1
Row 16354,2743,successful,1,1,1,1,1,1,1,1,1
Row 16355,2743,uplifting,0,1,0,1,1,0,0,0,0
Row 16356,2744,bored,0,1,0,0,0,0,0,0,0
Row 16357,2744,festive,0,0,0,0,0,0,0,0,1
Row 16358,2744,heroic,1,0,0,0,0,1,0,0,0
Row 16359,2744,passionate,0,1,0,0,0,0,0,0,0
Row 16360,2744,religious,0,0,0,0,0,0,0,0,0
Row 16361,2745,bored,0,1,0,1,0,0,0,0,1
Row 16362,2745,euphoric,0,0,0,1,0,0,0,0,1
Row 16363,2745,fun,0,0,0,1,1,0,0,1,0
Row 16364,2745,serene,1,1,1,1,1,1,1,1,1
Row 16365,2745,sexual,0,0,1,0,0,0,0,0,0
Row 16366,2745,sorry,0,0,0,0,0,0,0,0,0
Row 16367,2746,celebratory,1,0,0,0,0,0,1,0,1
Row 16368,2746,festive,0,1,0,1,0,1,0,0,0
Row 16369,2746,soft,1,1,0,1,1,0,0,1,1
Row 16370,2748,easy,0,1,0,0,0,1,1,1,0
Row 16371,2749,angry,,,,,,,,,
Row 16372,2749,animated,,,,,,,,,
Row 16373,2749,bored,,,,,,,,,
Row 16374,2749,delighted,,,,,,,,,
Row 16375,2749,dramatic,0,0,0,0,0,0,0,0,0
Row 16376,2749,dreamy,,,,,,,,,
Row 16377,2749,driving,,,,,,,,,
Row 16378,2749,elegant,,,,,,,,,
Row 16379,2749,energetic,0,0,0,0,1,0,0,0,0
Row 16380,2749,enthusiastic,,,,,,,,,
Row 16381,2749,fun,0,0,1,0,1,0,0,0,0
Row 16382,2749,graceful,,,,,,,,,
Row 16383,2749,jumpy,0,0,0,0,0,0,0,0,1
Row 16384,2749,light_hearted,1,0,0,0,0,0,1,0,1
Row 16385,2749,liked,,,,,,,,,
Row 16386,2749,peaceful,1,1,0,0,0,1,0,0,0
Row 16387,2749,pleasant,,,,,,,,,
Row 16388,2749,positive,1,0,0,0,1,0,0,1,0
Row 16389,2749,powerful,0,0,0,0,1,0,0,0,0
Row 16390,2749,pulsating,,,,,,,,,
Row 16391,2749,reflective,,,,,,,,,
Row 16392,2749,relaxed,0,0,0,0,0,1,0,0,0
Row 16393,2749,sensual,0,1,0,0,0,0,0,0,0
Row 16394,2749,sentimental,0,1,0,0,0,0,0,0,0
Row 16395,2749,smooth,,,,,,,,,
Row 16396,2749,spontaneous,0,0,0,0,0,0,1,0,0
Row 16397,2749,successful,,,,,,,,,
Row 16398,2750,amazed,1,0,1,0,0,1,1,0,0
Row 16399,2750,cool,0,1,0,0,0,0,0,1,0
Row 16400,2750,easy,0,0,1,0,0,0,1,0,0
Row 16401,2750,elegant,,,,,,,,,
Row 16402,2750,energetic,0,0,0,0,0,1,1,1,1
Row 16403,2750,enthusiastic,1,0,1,0,0,1,1,1,1
Row 16404,2750,epic,0,1,1,0,0,1,1,1,1
Row 16405,2750,euphoric,0,0,0,0,0,0,1,1,0
Row 16406,2750,excited,0,0,0,0,0,0,0,1,0
Row 16407,2750,fantastic,0,0,0,0,0,0,1,0,0
Row 16408,2750,fast,0,0,0,0,0,0,1,1,0
Row 16409,2750,festive,,,,,,,,,
Row 16410,2750,friendly,1,0,0,0,1,1,1,1,0
Row 16411,2750,furious,0,0,0,0,0,1,1,0,0
Row 16412,2750,good,1,1,0,0,0,0,1,1,0
Row 16413,2750,interested,0,1,1,0,1,0,0,1,0
Row 16414,2750,liberated,,,,,,,,,
Row 16415,2750,moody,0,0,0,0,0,0,0,0,0
Row 16416,2750,motivational,0,0,0,0,0,0,1,1,0
Row 16417,2750,reflective,,,,,,,,,
Row 16418,2750,relaxed,0,0,0,0,0,0,1,1,0
Row 16419,2750,rhythmical,0,0,0,0,0,0,1,0,0
Row 16420,2750,sad,0,0,0,0,0,0,0,0,0
Row 16421,2750,satisfied,0,0,0,0,0,1,1,0,0
Row 16422,2750,sexual,1,0,0,0,0,1,1,1,1
Row 16423,2750,soft,0,0,0,0,0,0,1,1,1
Row 16424,2750,spontaneous,1,0,0,0,0,0,0,0,0
Row 16425,2750,stylish,0,0,0,0,0,0,1,0,0
Row 16426,2750,tragic,0,0,0,0,0,0,0,0,0
Row 16427,2750,uplifting,0,0,0,0,0,0,1,0,0
Row 16428,2751,cool,1,0,1,0,1,0,0,0,0
Row 16429,2751,liberated,0,0,0,1,0,0,0,1,0
Row 16430,2752,elegant,0,1,0,0,1,1,0,0,1
Row 16431,2752,uplifting,1,1,1,0,1,1,1,1,1
Row 16432,2758,dramatic,1,0,1,0,1,0,1,0,0
Row 16433,2758,energetic,1,0,1,0,1,0,1,1,1
Row 16434,2758,epic,0,1,0,1,0,0,0,0,0
Row 16435,2758,heroic,1,0,1,0,1,0,1,1,0
Row 16436,2758,loud,1,0,1,0,1,1,1,0,0
Row 16437,2758,moody,1,0,1,0,1,0,1,1,0
Row 16438,2758,nocturnal,1,0,1,0,1,0,1,1,0
Row 16439,2758,passionate,1,0,1,0,1,0,0,0,0
Row 16440,2758,relaxed,1,0,1,0,1,0,1,1,1
Row 16441,2758,retro,1,1,1,0,1,0,1,0,0
Row 16442,2758,sexy,1,0,1,0,1,0,1,1,0
Row 16443,2758,tragic,1,0,1,0,1,0,1,1,0
Row 16444,2759,aggressive,1,0,0,0,1,1,1,1,1
Row 16445,2759,animated,0,0,0,1,0,0,0,0,1
Row 16446,2759,cool,1,1,0,1,0,0,0,0,0
Row 16447,2759,delighted,1,1,1,1,1,1,1,1,1
Row 16448,2759,energetic,1,1,1,0,0,0,0,0,1
Row 16449,2759,hot,1,1,1,1,1,1,1,1,1
Row 16450,2759,liberated,0,0,0,0,0,0,0,0,0
Row 16451,2759,light_hearted,0,1,0,1,0,0,0,0,0
Row 16452,2759,nocturnal,0,0,0,0,0,0,0,0,0
Row 16453,2759,repetitive,1,0,0,0,0,0,1,1,0
Row 16454,2759,severe,0,0,0,1,0,0,1,1,0
Row 16455,2759,stimulated,0,1,1,0,0,0,1,0,0
Row 16456,2761,intense,0,0,0,0,1,1,0,1,0
Row 16457,2761,jumpy,0,0,0,0,1,0,0,1,0
Row 16458,2765,adorable,0,1,0,0,0,0,0,0,0
Row 16459,2765,nocturnal,,,,,,,,,
Row 16460,2765,retro,0,0,1,0,1,0,0,0,1
Row 16461,2765,spiritual,0,1,0,1,0,0,0,1,0
Row 16462,2765,stimulated,1,1,0,1,0,0,0,1,1
Row 16463,2766,positive,0,1,0,0,0,0,0,0,0
Row 16464,2768,emotional,1,0,0,0,1,1,1,1,0
Row 16465,2768,satisfied,1,0,0,0,1,0,1,0,0
Row 16466,2773,amazed,0,1,0,0,0,0,0,1,0
Row 16467,2773,animated,0,0,0,0,1,0,1,0,0
Row 16468,2773,free,0,0,0,1,0,0,0,0,1
Row 16469,2773,tragic,0,1,0,0,0,0,0,0,1
Row 16470,2774,celebratory,0,1,1,0,1,1,0,1,1
Row 16471,2774,motivational,1,1,1,1,1,1,1,1,1
Row 16472,2774,romantic,0,1,0,0,1,1,1,1,1
Row 16473,2774,severe,0,0,0,0,0,0,1,0,0
Row 16474,2774,spiritual,1,0,1,0,1,1,1,1,1
Row 16475,2775,encouraged,0,0,0,1,0,0,0,0,1
Row 16476,2775,festive,0,0,0,1,0,0,0,1,0
Row 16477,2776,spontaneous,0,0,0,0,1,0,0,1,0
Row 16478,2777,aggressive,0,0,0,0,0,1,0,0,0
Row 16479,2777,angry,0,0,0,0,0,0,0,1,0
Row 16480,2777,elegant,0,0,0,0,0,0,0,0,1
Row 16481,2777,emotional,0,1,0,0,1,0,0,0,0
Row 16482,2777,encouraged,1,0,1,0,0,1,1,1,0
Row 16483,2777,euphoric,1,0,0,0,0,1,1,0,0
Row 16484,2777,glorious,0,1,0,0,1,1,0,0,0
Row 16485,2777,romantic,1,0,0,0,0,1,1,0,1
Row 16486,2778,sorry,0,1,0,0,0,0,0,0,0
Row 16487,2779,enthusiastic,0,0,0,0,0,0,1,0,0
Row 16488,2779,pulsating,0,0,0,0,0,0,0,0,0
Row 16489,2779,sorry,0,0,1,0,0,1,1,0,0
Row 16490,2779,uplifting,0,0,0,0,0,1,0,0,0
Row 16491,2783,angry,0,0,1,0,0,0,0,1,1
Row 16492,2783,driving,0,0,0,0,0,0,1,1,0
Row 16493,2783,hot,0,1,0,1,0,0,0,0,0
Row 16494,2784,adorable,0,0,0,0,0,1,0,0,0
Row 16495,2784,amazed,0,0,0,0,0,0,0,1,0
Row 16496,2784,bitchy,0,0,0,1,0,0,0,0,0
Row 16497,2784,bored,0,1,0,0,0,0,0,0,0
Row 16498,2784,dramatic,0,0,0,0,0,0,0,1,0
Row 16499,2784,dreamy,0,0,0,0,0,0,1,0,0
Row 16500,2784,driving,0,1,0,0,0,0,0,0,0
Row 16501,2784,elegant,0,0,1,0,0,0,0,0,0
Row 16502,2784,encouraged,0,0,0,0,1,0,0,0,0
Row 16503,2784,enthusiastic,0,0,0,0,0,0,1,0,0
Row 16504,2784,euphoric,0,0,0,0,1,0,0,0,0
Row 16505,2784,excited,0,0,0,0,0,0,0,0,1
Row 16506,2784,fantastic,0,0,1,0,0,0,0,0,0
Row 16507,2784,festive,0,1,0,0,0,0,0,0,0
Row 16508,2784,free,0,0,1,0,0,0,0,0,0
Row 16509,2784,friendly,0,0,0,0,0,0,0,1,0
Row 16510,2784,good,0,0,0,0,1,0,0,0,0
Row 16511,2784,happy,0,0,0,0,0,0,0,1,0
Row 16512,2784,heroic,0,0,0,0,0,0,0,1,0
Row 16513,2784,hot,0,0,0,0,0,0,0,1,0
Row 16514,2784,in_love,0,0,0,0,1,0,0,0,0
Row 16515,2784,inspired,0,1,0,0,0,0,0,0,0
Row 16516,2784,joyful,0,0,1,0,0,0,0,0,0
Row 16517,2784,liberated,0,0,0,0,0,0,0,0,1
Row 16518,2784,light_hearted,0,0,0,0,0,0,0,1,0
Row 16519,2784,liked,0,0,0,0,1,0,0,0,0
Row 16520,2784,loud,0,0,0,0,1,0,0,0,0
Row 16521,2784,melancholic,0,0,0,0,1,0,0,0,0
Row 16522,2784,moody,0,0,0,0,0,0,0,0,1
Row 16523,2784,nocturnal,0,0,0,0,0,0,0,0,1
